id,url,title,section,type,date,chunk_id,text,sha256
5ad0699516-0005,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,5,"versity of Chicago (UChicago) SkAI Data Science Preceptorship with a focus on teaching and scholarship in the area of Astronomy and AI. The initial appointment is expected to begin September 1, 2026. Preceptors will work side by side with faculty from UChicago and CCC on teaching and developing course materials. Professional development training will be provided by both the UChicago and CCC faculty. Preceptors will gain experience teaching across learning environments with opportunities to engage with UChicago and CCC students in STEM courses. The teaching obligation is expected to be 2 one-quarter courses at UChicago and 2 one-semester courses at CCC per academic year. This role includes dedicated time for research and scholarship activities. This position also includes structured professional development, administrative duties and student mentoring activities. The position is for an initial two-year appointment with a renewal for a third year possible. We welcome you to join us for an info session on Wednesday November 5th at 4:00pm CST. Join our Executive Director David Uminsky to learn more about the SKAI Preceptor position. Click here to reserve your spot. Apply Now Data Science Institute Postdoctoral Scholars Program AY2026-27 The Data Science Institute (DSI) at the University of Chicago invites applications for Postdoctoral Scholars who wish to advance cutting-edge data science approaches, methods, and applications in research. This unique program provides postdocs with the opportunity to pursue original research on significant questions in data science.",d7eca56eff42c3077b80b4477abc2b928c98e4ee78dfa03806ac64688ff21492
5ad0699516-0006,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,6,"Drawing on the University of Chicago’s top-ranked programs, world-renowned faculty, as well as a vibrant and quickly expanding data science ecosystem, this program allows postdoctoral scholars to engage in field-defining data science and artificial intelligence research. It is equally important that our postdocs work and grow in an environment that is supportive and focused on community and career development; as such, this program includes lectures focused on communication and workplace culture, and aims to develop a diverse cohort of well-rounded scholars pursuing careers across data science disciplines. We welcome you to join us for an info session on Wednesday November 5th at 3:00pm CST. Join our Executive Director David Uminsky to learn more about the Postdoctoral Program. Click here to reserve your spot. Apply Now Eric and Wendy Schmidt AI in Science Fellowship at the University of Chicago The Eric and Wendy Schmidt AI in Science Fellowship Program at the University of Chicago is seeking scholars who seek to advance and accelerate the adoption of artificial intelligence (AI) in the natural sciences. Fellows will have the opportunity to pursue original research on significant questions in AI and science. They form a cohort of top scholars across the natural sciences and engineering who are engaging in joint training and research activities. Fellows will receive the training in AI methods necessary for conducting their research. This is a two-year appointment with the possibility of renewing for a third year.",2311f0368d7c0c356919e332459b4b5dcd6f94d668bd0f10b7c40336ee186ef1
5ad0699516-0007,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,7,"The anticipated start date is on or around September 1, 2026. Application review will begin on October 13, 2025, and will continue until positions are filled. Apply Now The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. The University of Chicago’s Data Science Institute, in partnership with the City Colleges of Chicago (CCC), invites applications for the position of University of Chicago (UChicago) Data Science Preceptorship. The initial appointment is expected to begin August 1st, 2026. Preceptors will work side by side with faculty from UChicago and CCC on teaching and developing course materials. Professional development training will be provided by both the UChicago and CCC faculty. Preceptors will gain experience teaching across learning environments with opportunities to engage with UChicago and CCC students in STEM courses. The teaching obligation is expected to be 2 one-quarter courses at UChicago and 2 one-semester courses at CCC per academic year.",75373456643bf96d454c216bb08f7b484d2df1743a43c3c3a0fb0e1eed5702bf
5ad0699516-0008,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,8,"This role includes dedicated time for research and scholarship activities. This position also includes structured professional development, administrative duties and student mentoring activities. The position is for an initial two-year appointment with a renewal for a third year possible. We welcome you to join us for an info session on Wednesday November 5th at 4:00pm CST. Join our Executive Director David Uminsky to learn more about the Preceptor position. Click here to reserve your spot. Apply Now The University of Chicago’s Data Science Institute, in partnership with the City Colleges of Chicago (CCC), and the US National Science Foundation and Simons Foundation-funded National AI Institute for the Sky (“SkAI Institute”) invites applications for the position of the University of Chicago (UChicago) SkAI Data Science Preceptorship with a focus on teaching and scholarship in the area of Astronomy and AI. The initial appointment is expected to begin September 1, 2026. Preceptors will work side by side with faculty from UChicago and CCC on teaching and developing course materials. Professional development training will be provided by both the UChicago and CCC faculty. Preceptors will gain experience teaching across learning environments with opportunities to engage with UChicago and CCC students in STEM courses. The teaching obligation is expected to be 2 one-quarter courses at UChicago and 2 one-semester courses at CCC per academic year. This role includes dedicated time for research and scholarship activities.",346dc6b319782e9d2ea5d6871e69b959a7f131800202b12dd9d0e8585bf5d2b8
5ad0699516-0009,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,9,"This position also includes structured professional development, administrative duties and student mentoring activities. The position is for an initial two-year appointment with a renewal for a third year possible. We welcome you to join us for an info session on Wednesday November 5th at 4:00pm CST. Join our Executive Director David Uminsky to learn more about the SKAI Preceptor position. Click here to reserve your spot. Apply Now The Data Science Institute (DSI) at the University of Chicago invites applications for Postdoctoral Scholars who wish to advance cutting-edge data science approaches, methods, and applications in research. This unique program provides postdocs with the opportunity to pursue original research on significant questions in data science. Drawing on the University of Chicago’s top-ranked programs, world-renowned faculty, as well as a vibrant and quickly expanding data science ecosystem, this program allows postdoctoral scholars to engage in field-defining data science and artificial intelligence research. It is equally important that our postdocs work and grow in an environment that is supportive and focused on community and career development; as such, this program includes lectures focused on communication and workplace culture, and aims to develop a diverse cohort of well-rounded scholars pursuing careers across data science disciplines. We welcome you to join us for an info session on Wednesday November 5th at 3:00pm CST. Join our Executive Director David Uminsky to learn more about the Postdoctoral Program. Click here to reserve your spot.",f724b69134f83221be2ff624cceb0c52f67f3de94da26141dd13e5ce528522e2
5ad0699516-0010,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,10,"Apply Now The Eric and Wendy Schmidt AI in Science Fellowship Program at the University of Chicago is seeking scholars who seek to advance and accelerate the adoption of artificial intelligence (AI) in the natural sciences. Fellows will have the opportunity to pursue original research on significant questions in AI and science. They form a cohort of top scholars across the natural sciences and engineering who are engaging in joint training and research activities. Fellows will receive the training in AI methods necessary for conducting their research. This is a two-year appointment with the possibility of renewing for a third year. The anticipated start date is on or around September 1, 2026. Application review will begin on October 13, 2025, and will continue until positions are filled. Apply Now The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. Graduate MS in Applied Data Science Our Online and In-Person degree will advance your career in the exciting field of data science.",2d82ea416136e962bdfd67fa6f49699796ad9a8fbcf0e4007c197b911b5d4754
5ad0699516-0011,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,11,"Rigorous classes, expert instructors, leading-edge technology, and an unparalleled network support your student experience as a full- or part-time learner. Apply Now MS in Computational Analysis and Public Policy (MSCAPP) A rigorous, two-year program offered jointly by the Harris School of Public Policy and the UChicago Department of Computer Science. MSCAPP students work with external social impact organizations through our Data Science Clinic and Community Data Fellows program. Apply Now MS in Data Science The Master’s in Data Science (MSDS) has been developed for students interested in pursuing a research career in data science with courses taught by faculty from the departments of statistics, computer science, and many other departments across the university. Apply Now MBA/MS in Applied Data Science Earn a high-powered joint degree at the intersection of business and technology. An MBA and Applied Data Science degree equips you to bridge the gap between tech and management and provide effective leadership in data-centric environments. Apply Now The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination .",bf6550edc9a5cda375eb9dc03bc627083c34b6838b38bfa12c3ba3b19718375a
5ad0699516-0012,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,12,"Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. Our Online and In-Person degree will advance your career in the exciting field of data science. Rigorous classes, expert instructors, leading-edge technology, and an unparalleled network support your student experience as a full- or part-time learner. Apply Now A rigorous, two-year program offered jointly by the Harris School of Public Policy and the UChicago Department of Computer Science. MSCAPP students work with external social impact organizations through our Data Science Clinic and Community Data Fellows program. Apply Now The Master’s in Data Science (MSDS) has been developed for students interested in pursuing a research career in data science with courses taught by faculty from the departments of statistics, computer science, and many other departments across the university. Apply Now Earn a high-powered joint degree at the intersection of business and technology. An MBA and Applied Data Science degree equips you to bridge the gap between tech and management and provide effective leadership in data-centric environments. Apply Now The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law.",b7b72794de2b8fa353bbfcfa99c2522aa405f87a5841c108a502517d725d67eb
5ad0699516-0013,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,13,"For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. Undergraduate Data Science for Social Impact (DSSI) Summer Experience Curriculum Consolidation RA The DSI is seeking a Research Assistant to assist with organizing instructional/lecture materials from the DSSI Summer Experience for a research study led by Amanda Kube Jotte, Assistant Instructional Professor of Statistics and Data Science. This short-term RA opportunity is aimed at undergraduate students. To learn more and apply, please click here . The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. The DSI is seeking a Research Assistant to assist with organizing instructional/lecture materials from the DSSI Summer Experience for a research study led by Amanda Kube Jotte, Assistant Instructional Professor of Statistics and Data Science.",e476f5d19710f47786aea9ace170feaa8c7ecd7d86d5a33cd0c4f5f1b6988f3b
5ad0699516-0014,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,14,"This short-term RA opportunity is aimed at undergraduate students. To learn more and apply, please click here . The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. Staff Building and Operations Manager The Building and Operations Manager oversees the day-to-day facilities operation functions of the Data Science Institute (DSI) and ensures that key issues are proactively addressed. The incumbent performs a range of professional activities in support of the research, partnerships, and education related programs and projects. Reporting to the DSI Chief of Staff, the Building and Operations Manager works to meet the needs of the DSI and to ensure effective and efficient departmental operations and advance DSI priorities. This position provides professional support for a broad range of business operations and academic activities.",525796f1730eb9f8f43ec7c5495fe52fd124ae37b7b2538a32e755f9034973b2
5ad0699516-0015,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,15,"Apply Now Senior Director of Research Programs & Strategy The Data Science Institute (DSI) is seeking a highly experienced Senior Director for Research Programs & Strategy to lead the DSI’s research and evaluation efforts. The Senior Director is responsible for the strategic management of research initiatives and external and internal research partnerships that support DSI’s activities. The Senior Director for Research Programs & Strategy reports directly to the Executive Director. The Senior Director for Research Programs & Strategy will work collaboratively with the DSI Faculty Director of Research and Faculty Director of AI to sharpen the DSI’s research vision and build strong relationships with scholars, scientists and faculty/staff and to grow the DSI’s research portfolio. The Senior Director will build relationships with agencies and organizations to support research strategy. This includes high-level relationship building, research project development and management, financial and grant management, and program and donor development. The Senior Director will translate academic research into policy and implementation recommendations. The Senior Director will oversee a group of research professionals who are responsible for targeted research and programmatic activities and work with the team to sustain, implement, and disseminate research. Apply Now Senior Administrator We are seeking a highly organized, adaptable, and proactive Senior Administrator for the Willett Research Group.",2dadcc77e6436d5b7d874b2419670f0fd9c0c43b1125f13f7cf5f9c36c10c2dd
5ad0699516-0016,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,16,"Reporting directly to Rebecca Willett, Worah Family Professor in the Wallman Society of Fellows and the Departments of Statistics and Computer Science, and Director of AI for the Data Science Institute, the ideal candidate will offer comprehensive, high-level administrative management and oversight for her research operations, ensuring seamless and efficient operation of all functions for the Willett Research Group. The Senior Administrator role will be to help move a portfolio of cutting-edge programs forward while ensuring that day-to-day operations run smoothly for Professor Willett and her team, including the National Institute for Theory and Mathematics in Biology, the AI Institute for the Sky, and the Eric and Wendy Schmidt AI and Science Fellowship. The Senior Administrator will serve as a liaison representing Professor Willett in internal and external verbal, written, and in-person communications on high-level and confidential topics. This role will organize, track, and manage a wide range of innovative programs to ensure operational excellence for the Willett Research Group. This role may include supervising other administrative support and coordinating all efforts that align with the strategic goals of the Willett Research Group. Apply Now Research Program Administrator The Research Program Administrator performs a range of professional activities in support of DSI research initiatives, research programs, and faculty research grant support.",015128b661489e96f603677d87ee3ab0571e5f228289d8b2b3372cc25d9e3023
5ad0699516-0017,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,17,"The incumbent provides managerial and administrative oversight of the high school and undergraduate summer research programs, including the planning, directing, coordinating and daily operations. The incumbent will provide opportunities for students to engage in DSI research programs and initiatives throughout the academic year. Reporting to the DSI Senior Director of Research Programs and Strategy, the Research Program Administrator works to meet the needs of the DSI to ensure effective and efficient operations and advance DSI research programs. This position provides professional support for grant administration, purchasing, procurement, program operations and planning, and academic events and activities. Apply Now Scientific Writer This role involves creating various communications for the Willett Research Group and the Eric and Wendy Schmidt AI in Science Fellowship Program. The Scientific Writer will research and assist in writing articles and reports for Professor Rebecca Willett, the Worah Family Professor in the Wallman Society of Fellows, as well as in the Departments of Statistics and Computer Science, and the Director of AI for the Data Science Institute. Part of this role will directly support the Eric and Wendy Schmidt AI in Science Postdoctoral Fellowship Program, which aims to train a new generation of domain scientists with a strong theoretical and practical understanding of artificial intelligence. This includes advising postdocs on writing blog posts and public-facing articles about their research.",15fbfac90994893cdbe8395fd0281b6ec3923b4c1ac12415263635e23625732c
5ad0699516-0018,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,18,"The Scientific Writer will report to the Senior Administrator of the Willett Research Group. This position will produce feature articles, requests for information (RFI), reports for University stakeholders and philanthropic organizations, along with other print and online communications. Under moderate guidance, the individual will research, compose, and edit high-level communications, publications, and reports on complex and specialized subjects. Apply Now The University of Chicago is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender, gender identity or expression, national or ethnic origin, shared ancestry, age, status as an individual with a disability, military or veteran status, genetic information, or other protected classes under the law. For additional information please see the University’s Notice of Nondiscrimination . Job seekers in need of a reasonable accommodation to complete the application process should call 773-834-3988 or email equalopportunity@uchicago.edu with their request. The Building and Operations Manager oversees the day-to-day facilities operation functions of the Data Science Institute (DSI) and ensures that key issues are proactively addressed. The incumbent performs a range of professional activities in support of the research, partnerships, and education related programs and projects.",67f92f98b6c3d5d00b3df2e7d39b18f5ff05e4b302ba50d77dbbe19afcf3a712
5ad0699516-0019,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,19,"Reporting to the DSI Chief of Staff, the Building and Operations Manager works to meet the needs of the DSI and to ensure effective and efficient departmental operations and advance DSI priorities. This position provides professional support for a broad range of business operations and academic activities. Apply Now The Data Science Institute (DSI) is seeking a highly experienced Senior Director for Research Programs & Strategy to lead the DSI’s research and evaluation efforts. The Senior Director is responsible for the strategic management of research initiatives and external and internal research partnerships that support DSI’s activities. The Senior Director for Research Programs & Strategy reports directly to the Executive Director. The Senior Director for Research Programs & Strategy will work collaboratively with the DSI Faculty Director of Research and Faculty Director of AI to sharpen the DSI’s research vision and build strong relationships with scholars, scientists and faculty/staff and to grow the DSI’s research portfolio. The Senior Director will build relationships with agencies and organizations to support research strategy. This includes high-level relationship building, research project development and management, financial and grant management, and program and donor development. The Senior Director will translate academic research into policy and implementation recommendations.",ba2f562aef1292ae8c12f837724142c7c4030932aac6d37a7754aefe67636b6a
5ad0699516-0020,https://datascience.uchicago.edu/about/jobs/,Jobs & Opportunities,about,generic,,20,"The Senior Director will oversee a group of research professionals who are responsible for targeted research and programmatic activities and work with the team to sustain, implement, and disseminate research. Apply Now We are seeking a highly organized, adaptable, and proactive Senior Administrator for the Willett Research Group. Reporting directly to Rebecca Willett, Worah Family Professor in the Wallman Society of Fellows and the Departments of Statistics and Computer Science, and Director of AI for the Data Science Institute, the ideal candidate will offer comprehensive, high-level administrative management and oversight for her research operations, ensuring seamless and efficient operation of all functions for the Willett Research Group. The Senior Administrator role will be to help move a portfolio of cutting-edge programs forward while ensuring that day-to-day operations run smoothly for Professor Willett and her team, including the National Institute for Theory and Mathematics in Biology, the AI Institute for the Sky, and the Eric and Wendy Schmidt AI and Science Fellowship. The Senior Administrator will serve as a liaison representing Professor Willett in internal and external verbal, written, and in-person communications on high-level and confidential topics. This role will organize, track, and manage a wide range of innovative programs to ensure operational excellence for the Willett Research Group. This role may include supervising other administrative support and coordinating all efforts that align with the strategic goals of the Willett Research Group.",5211e15f8fdae819ca93d0584abc6c6ef9ba33a6d90572c185541d656631c6fa
